,Hostname,Port,Name,Status,Vlan,Duplex,Speed,Type
147,DC-DIST7-2,Ethernet10/25,*DO NOT USE - Port group RSRVD*,sfpAbsent,routed,auto,auto,--
148,DC-DIST7-2,Ethernet10/26,*DO NOT USE - Port group RSRVD*,sfpAbsent,routed,auto,auto,--
149,DC-DIST7-2,Ethernet10/27,*DO NOT USE - Port group RSRVD*,sfpAbsent,routed,auto,auto,--
150,DC-DIST7-2,Ethernet10/28,*DO NOT USE - Port group RSRVD*,sfpAbsent,routed,auto,auto,--
151,DC-DIST7-2,Ethernet10/29,us-west-1b-ucs-sap1-a,connected,trunk,full,10G,10Gbase-SR
152,DC-DIST7-2,Ethernet10/30,us-west-1b-ucs-sap1-a,connected,trunk,full,10G,10Gbase-SR
153,DC-DIST7-2,Ethernet10/31,*DO NOT USE - Port group RSRVD*,disabled,routed,auto,auto,10Gbase-SR
154,DC-DIST7-2,Ethernet10/32,*DO NOT USE - Port group RSRVD*,disabled,routed,auto,auto,10Gbase-SR
155,DC-DIST7-2,port-channel1,vPC Peer Link to DC-Dist7-1,connected,trunk,full,10G,--
156,DC-DIST7-2,port-channel2,vPC Keep-Alive Link to DC-Dist7-1,connected,routed,full,a-1000,--
157,DC-DIST7-2,port-channel5,"*** Back-to-back vPC to DC-ACS5-1, DC-ACS5-2 ***",connected,trunk,full,10G,--
158,DC-DIST7-2,port-channel7,CALAX04-DC1AS-02A&B,connected,trunk,full,10G,--
159,DC-DIST7-2,port-channel10,VNx 5700 DM2 backup link,disabled,851,auto,auto,--
160,DC-DIST7-2,port-channel11,VNx 5700 DM3 backup link,disabled,851,auto,auto,--
161,DC-DIST7-2,port-channel12,VNS 5700 DM4,noOperMembers,851,auto,auto,--
162,DC-DIST7-2,port-channel15,UPLINK to DC-AGG-SW2,noOperMembers,trunk,auto,auto,--
163,DC-DIST7-2,port-channel16,--,noOperMembers,routed,auto,auto,--
164,DC-DIST7-2,port-channel17,UPLINK to DC-AGG-SW2,connected,trunk,full,10G,--
165,DC-DIST7-2,port-channel20,UCS 14-9 Link #1 (Fabric A),connected,trunk,full,10G,--
166,DC-DIST7-2,port-channel21,UCS 14-9 Link #2 (Fabric B),connected,trunk,full,10G,--
167,DC-DIST7-2,port-channel22,HED-SW1,noOperMembers,trunk,auto,auto,--
168,DC-DIST7-2,port-channel30,UCS 4-14 Link #1 (Fabric A),noOperMembers,trunk,auto,auto,--
169,DC-DIST7-2,port-channel31,UCS 4-14 Link #2 (Fabric B),noOperMembers,trunk,auto,auto,--
170,DC-DIST7-2,port-channel32,*** vPC to WAL-WWTO-SW1 ***,noOperMembers,trunk,auto,auto,--
171,DC-DIST7-2,port-channel40,UCS 4-8 Link #1 (Fabric A),connected,trunk,full,10G,--
172,DC-DIST7-2,port-channel41,UCS 4-8 Link #1 (Fabric B),connected,trunk,full,10G,--
173,DC-DIST7-2,port-channel54,DC-SAS4,noOperMembers,trunk,auto,auto,--
174,DC-DIST7-2,port-channel60,CALA-MOB-NetScaler-Internal-8-13-1,connected,trunk,full,10G,--
175,DC-DIST7-2,port-channel61,CALA-MOB-NetScaler-Internal-8-13-2,connected,trunk,full,10G,--
176,DC-DIST7-2,port-channel68,WWTO EDIT,noOperMembers,trunk,auto,auto,--
177,DC-DIST7-2,port-channel70,UCS 14-9 link #1(Fabric A),noOperMembers,trunk,auto,auto,--
178,DC-DIST7-2,port-channel71,UCS 14-9 link #1(Fabric B),noOperMembers,trunk,auto,auto,--
179,DC-DIST7-2,port-channel104,--,disabled,trunk,auto,auto,--
180,DC-DIST7-2,port-channel111,us-west-1b-ucs-esx1-A,connected,trunk,full,10G,--
181,DC-DIST7-2,port-channel113,--,connected,trunk,full,10G,--
182,DC-DIST7-2,port-channel115,--,connected,trunk,full,10G,--
183,DC-DIST7-2,port-channel119,--,connected,trunk,full,10G,--
184,DC-DIST7-2,port-channel123,--,noOperMembers,1,auto,auto,--
185,DC-DIST7-2,port-channel128,--,noOperMembers,1,auto,auto,--
186,DC-DIST7-2,port-channel129,us-west-1b-ucs-sap1-A,connected,trunk,full,10G,--
187,DC-DIST7-2,port-channel131,us-west-1b-ucs-sap1-B,connected,trunk,full,10G,--
188,DC-DIST7-2,port-channel206,--,connected,trunk,full,a-1000,--
189,DC-DIST7-2,port-channel207,--,connected,trunk,full,10G,--
190,DC-DIST7-2,port-channel208,INC06810386,connected,trunk,full,10G,--
191,DC-DIST7-2,port-channel209,INC06810386,connected,trunk,full,10G,--
192,DC-DIST7-2,port-channel240,downlink to ql-us-laqum02-smb.mtvn.ad.viacom.com,connected,trunk,full,10G,--
193,DC-DIST7-2,port-channel420,L2_CALAX04-EM1DS-01_Po420,connected,trunk,full,10G,--
194,DC-DIST7-2,port-channel682,--,connected,trunk,full,10G,--
195,DC-DIST7-2,port-channel725,--,connected,trunk,full,a-1000,--
196,DC-DIST7-2,port-channel813,us-west-1b-ucs-mtl1 FI-A,connected,trunk,full,10G,--
197,DC-DIST7-2,port-channel824,us-west-1b-ucs-mtl1 FI-B,connected,trunk,full,10G,--
198,DC-DIST7-2,port-channel899,--,noOperMembers,1,auto,auto,--
199,DC-DIST7-2,port-channel4091,CALAX04-DC1AS-01A/B,connected,trunk,full,10G,--
200,DC-DIST7-2,port-channel4095,--,connected,trunk,full,10G,--
201,DC-DIST7-2,loopback0,--,disabled,routed,auto,auto,--
202,DC-DIST7-2,loopback10,--,connected,routed,auto,auto,--
203,DC-DIST7-2,Vlan1,--,down,routed,auto,auto,--
204,DC-DIST7-2,Vlan7,--,connected,routed,auto,auto,--
205,DC-DIST7-2,Vlan8,--,connected,routed,auto,auto,--
206,DC-DIST7-2,Vlan15,V10K-MGMT,down,routed,auto,auto,--
207,DC-DIST7-2,Vlan16,--,connected,routed,auto,auto,--
208,DC-DIST7-2,Vlan33,--,down,routed,auto,auto,--
209,DC-DIST7-2,Vlan70,Lot-Prodtech,connected,routed,auto,auto,--
210,DC-DIST7-2,Vlan178,PARAMOUNT-ISIS,connected,routed,auto,auto,--
211,DC-DIST7-2,Vlan199,PPC Network management VLAN,connected,routed,auto,auto,--
212,DC-DIST7-2,Vlan200,--,connected,routed,auto,auto,--
213,DC-DIST7-2,Vlan201,WIRELESS-ADMIN,down,routed,auto,auto,--
214,DC-DIST7-2,Vlan205,--,connected,routed,auto,auto,--
215,DC-DIST7-2,Vlan206,--,connected,routed,auto,auto,--
216,DC-DIST7-2,Vlan207,--,connected,routed,auto,auto,--
217,DC-DIST7-2,Vlan232,CALAX04-EM1CL-01A/B,connected,routed,auto,auto,--
218,DC-DIST7-2,Vlan338,MOB-SW5,down,routed,auto,auto,--
219,DC-DIST7-2,Vlan361,VSI-Data-Management,down,routed,auto,auto,--
220,DC-DIST7-2,Vlan362,VSI-NFS-Storage,down,routed,auto,auto,--
221,DC-DIST7-2,Vlan363,VSI-Zerto,down,routed,auto,auto,--
222,DC-DIST7-2,Vlan364,VSI-vMotion,down,routed,auto,auto,--
223,DC-DIST7-2,Vlan365,UCS-KVM-ManagementVSI,down,routed,auto,auto,--
224,DC-DIST7-2,Vlan366,DRVSI,down,routed,auto,auto,--
225,DC-DIST7-2,Vlan411,Clear Pass Vlan411,connected,routed,auto,auto,--
226,DC-DIST7-2,Vlan412,Clear Pass Vlan412,connected,routed,auto,auto,--
227,DC-DIST7-2,Vlan470,*** Facility-Automation ***,connected,routed,auto,auto,--
228,DC-DIST7-2,Vlan471,*** Facility-Automation ***,connected,routed,auto,auto,--
229,DC-DIST7-2,Vlan500,NET-MGMT,connected,routed,auto,auto,--
230,DC-DIST7-2,Vlan516,Management,connected,routed,auto,auto,--
231,DC-DIST7-2,Vlan518,NFS Storage,connected,routed,auto,auto,--
232,DC-DIST7-2,Vlan520,Zerto,connected,routed,auto,auto,--
233,DC-DIST7-2,Vlan522,vMotion,connected,routed,auto,auto,--
234,DC-DIST7-2,Vlan524,UCS/KVM Management,connected,routed,auto,auto,--
235,DC-DIST7-2,Vlan526,ZOLTAN-CAMERAS,connected,routed,auto,auto,--
236,DC-DIST7-2,Vlan600,netscaler_internal,connected,routed,auto,auto,--
237,DC-DIST7-2,Vlan682,PROCO-24 - WWTO subnet,down,routed,auto,auto,--
238,DC-DIST7-2,Vlan705,CSS INTERNAL,connected,routed,auto,auto,--
239,DC-DIST7-2,Vlan711,"PPC-Farm1, Segment 1",connected,routed,auto,auto,--
240,DC-DIST7-2,Vlan730,Exchange Heartbeat Segment,down,routed,auto,auto,--
241,DC-DIST7-2,Vlan733,MOB-2FL-AVID Subnet,down,routed,auto,auto,--
242,DC-DIST7-2,Vlan741,"PPC-Farm4, Segment 1",connected,routed,auto,auto,--
243,DC-DIST7-2,Vlan742,PPC-FD741,down,routed,auto,auto,--
244,DC-DIST7-2,Vlan751,PPC-gFarm5 #1,connected,routed,auto,auto,--
245,DC-DIST7-2,Vlan752,PPC-gFarm5 #2,connected,routed,auto,auto,--
246,DC-DIST7-2,Vlan781,DC-SAS1,connected,routed,auto,auto,--
247,DC-DIST7-2,Vlan791,PPC-gFarm9 (SAP),connected,routed,auto,auto,--
248,DC-DIST7-2,Vlan799,BMS-servers,connected,routed,auto,auto,--
249,DC-DIST7-2,Vlan800,BMS-SERVERS-02,connected,routed,auto,auto,--
250,DC-DIST7-2,Vlan801,PPC-gFarm10,connected,routed,auto,auto,--
251,DC-DIST7-2,Vlan805,AD Trust,connected,routed,auto,auto,--
252,DC-DIST7-2,Vlan807,DC's in hosting.ad.viacom.com,connected,routed,auto,auto,--
253,DC-DIST7-2,Vlan808,NMS_NETFLOW_FTP,connected,routed,auto,auto,--
254,DC-DIST7-2,Vlan811,PPC-gFarm11,connected,routed,auto,auto,--
255,DC-DIST7-2,Vlan821,PPC-Farm12,connected,routed,auto,auto,--
256,DC-DIST7-2,Vlan822,PPC-Farm12,connected,routed,auto,auto,--
257,DC-DIST7-2,Vlan828,Media Ops,connected,routed,auto,auto,--
258,DC-DIST7-2,Vlan831,PPC-FD831,connected,routed,auto,auto,--
259,DC-DIST7-2,Vlan840,--,down,routed,auto,auto,--
260,DC-DIST7-2,Vlan841,PPC-GFARM14,connected,routed,auto,auto,--
261,DC-DIST7-2,Vlan842,VMWare QA,connected,routed,auto,auto,--
262,DC-DIST7-2,Vlan843,PPC-Gfarm15 (room 100),connected,routed,auto,auto,--
263,DC-DIST7-2,Vlan847,Exchange,connected,routed,auto,auto,--
264,DC-DIST7-2,Vlan849,PPC-GFARM12,connected,routed,auto,auto,--
265,DC-DIST7-2,Vlan850,EMC Centera/Celera,connected,routed,auto,auto,--
266,DC-DIST7-2,Vlan851,EMC-DM1,connected,routed,auto,auto,--
267,DC-DIST7-2,Vlan852,EMC-DM2,connected,routed,auto,auto,--
268,DC-DIST7-2,Vlan853,Storage-New,connected,routed,auto,auto,--
269,DC-DIST7-2,Vlan854,TERADATA,connected,routed,auto,auto,--
270,DC-DIST7-2,Vlan855,IAM-SERVER,connected,routed,auto,auto,--
271,DC-DIST7-2,Vlan856,EMS DM2 NS80-02 (CIFS),connected,routed,auto,auto,--
272,DC-DIST7-2,Vlan857,EMC-ISCSI,connected,routed,auto,auto,--
273,DC-DIST7-2,Vlan858,EMS DM4 NS80-02 (Standby),connected,routed,auto,auto,--
274,DC-DIST7-2,Vlan860,ILO-card-subnet,connected,routed,auto,auto,--
275,DC-DIST7-2,Vlan870,Bladeserver VLAN 870,connected,routed,auto,auto,--
276,DC-DIST7-2,Vlan871,PPC-BLADE1,connected,routed,auto,auto,--
